,Title,Publication type,Link to publication,Abstract,Zotero link,Date published,FirstName2,Publisher,Journal,Date added,Col key
2156,Evaluating the National Cyber Force’s ‘Responsible Cyber Power in Practice’,Blog post,https://rusi.org/explore-our-research/publications/commentary/evaluating-national-cyber-forces-responsible-cyber-power-practice,"Six experts react to the National Cyber Force’s new document, which outlines the UK’s approach to cyber operations.",https://www.zotero.org/groups/intelligence_bibliography/items/SUA5MMAJ,2023-04-17,"Tim Stevens, Rory Cormac, Erica D. Lonergan, Dan Lomas, Pia Hüsch, Joe Devanny",,,2023-04-21T10:31:45Z,['8XXD789V']
2157,Best Truth: Intelligence in the Information Age,Book,https://yalebooks.co.uk/book/9780300093971/best-truth/,,https://www.zotero.org/groups/intelligence_bibliography/items/ILFQXHRL,2000-02-09,"Bruce D. Berkowitz, Allan E. Goodman",Yale University Press,,2020-06-05T10:17:21Z,['HCN8YFI8']
2158,The Joint Intelligence Committee: Reading the Russian mindset,Blog post,https://engelsbergideas.com/essays/the-joint-intelligence-committee-reading-the-russian-mindset/,"During the Cold War, the British Joint Intelligence Committee was charged with forecasting the actions of states behind the Iron Curtain and the rest of the world. Its record was patchy - the Brits were repeatedly taken by surprise throughout the 20th century.",https://www.zotero.org/groups/intelligence_bibliography/items/G73QRGED,2021-10-29T16:47:38+00:00,Michael S. Goodman,,,2021-11-02T08:11:43Z,"['CZT6L9T7', '4BH8AYZE', 'CK5MNYPQ', '8F9EJ6CT']"
2159,Steven B. Wagner (@StevenWagner85) / Twitter,Webpage,https://twitter.com/stevenwagner85,,https://www.zotero.org/groups/intelligence_bibliography/items/VIGZMEQR,,,,,2020-07-12T14:09:07Z,['SBJXTAXH']
2160,Israeli intelligence ‘dismissed’ detailed warning of Hamas raid,Newspaper article,https://www.ft.com/content/277573ae-fbbc-4396-8faf-64b73ab8ed0a,"Report sent to senior officer weeks before October 7 attack was ignored, say people familiar with matter",https://www.zotero.org/groups/intelligence_bibliography/items/AX3HLBID,2023-11-23T23:26:30.480Z,Mehul Srivastava,,Financial Times,2023-11-26T22:05:28Z,['9YPHGMBS']
2161,The End of Human Intelligence Analysis—Better Start Preparing,Journal article,https://www.cia.gov/static/Studies67-4-Extracts-Dec-2023.pdf,"As a follow-on thought 
experiment, it might be 
useful to look beyond 
the future Gartin 
visualizes to a more 
distant and very 
different future.",https://www.zotero.org/groups/intelligence_bibliography/items/27NHHTVC,2023-12-01,John F. Galascione,,Studies in Intelligence,2023-12-22T11:28:52Z,['ZMVDB8A2']
2162,Instituting Devil’s Advocacy in IC Analysis after the  Arab-Israeli War of October 1973,Journal article,https://www.cia.gov/static/Studies67-4-Extracts-Dec-2023.pdf,"This article explores 
efforts to institutionalize 
the role of devil’s 
advocacy in the IC 
during the mid-1970s. It 
fills an important gap in 
the literature surround ing the development 
of alternative analysis 
and structured analytic 
techniques (SATs) 
within the IC.",https://www.zotero.org/groups/intelligence_bibliography/items/YLEJA7LR,2023-12-01,James D. Marchio,,Studies in Intelligence,2023-12-22T11:25:27Z,['CZJ36V8L']
2163,Wartime intelligence experience in the works of Barbara Pym and Muriel Spark,Journal article,https://doi.org/10.1080/02684527.2023.2291869,"This paper looks at the possibilities of fiction in understanding intelligence, taking two female 20th century writers as case studies, Barbara Pym, and Muriel Spark. It considers how they did or did not draw on their wartime experience in their fiction. It asks why fiction still matters in an era of ever-more accessible archives and public records. It concludes that authorial choice, self-censorship, redacting and editing by others suppressed Barbara Pym’s official wartime experience as an Examiner or censor. It suggests that the role was undervalued both at the time and subsequently as a source of intelligence. The paper concludes that Muriel Spark exploited to the full a short exposure to black propaganda, highlighting how three of her works of fiction offer readers insights into ethical questions of deception, manipulation, and surveillance.",https://www.zotero.org/groups/intelligence_bibliography/items/JRR2IQF4,2023-12-18,Claire Smith,,Intelligence and National Security,2023-12-21T17:03:35Z,['9YH9YSYQ']
2164,What constitutes successful covert action? Evaluating unacknowledged interventionism in foreign affairs,Journal article,https://www.cambridge.org/core/journals/review-of-international-studies/article/abs/what-constitutes-successful-covert-action-evaluating-unacknowledged-interventionism-in-foreign-affairs/96615329CBFA35271CD04AE12FBFEEA0#.YKwOiQZ2uIA.twitter,"Covert action has long been a controversial tool of international relations. However, there is remarkably little public understanding about whether it works and, more fundamentally, about what constitutes success in this shadowy arena of state activity. This article distills competing criteria of success and examines how covert actions become perceived as successes. We develop a conceptual model of covert action success as a social construct and illustrate it through the case of ‘the golden age of CIA operations’. The socially constructed nature of success has important implications not just for evaluating covert actions but also for using, and defending against, them.",https://www.zotero.org/groups/intelligence_bibliography/items/GMBBCKF7,2021-05-24,"Rory Cormac, Calder Walton, Damien Van Puyvelde",,Review of International Studies,2021-05-25T20:58:36Z,['B6RJNLTK']
2165,MI6 security alert at Russian-owned flat that overlooks Britain's spy HQ,Newspaper article,https://inews.co.uk/news/mi6-security-alert-russian-flat-spy-hq-2815447,i investigation reveals Russian owners of property also have registered address 300 metres from Moscow Novichok factory,https://www.zotero.org/groups/intelligence_bibliography/items/89UZWBLH,2023-12-19T17:07:43+00:00,Richard Holmes,,inews.co.uk,2023-12-21T10:54:32Z,['RHJFPRAI']
2166,Western intelligence cooperation on Vietnam during the early Cold War era,Journal article,https://doi.org/10.1080/16161262.2016.1145853,"In the aftermath of the 1954 Geneva Conference, Canada, the UK, the US and other Western allies cooperated in gathering and sharing of human intelligence on and in North Vietnam. The British and Canadian foreign ministries played a key role in these efforts. Focusing mainly on the activities of these two countries, we explore the Vietnam intelligence program and discuss some of its implications on a broader Western, multilateral Humint cooperation. While the focus of this article is on efforts in Indochina in the mid-1950s, the pattern of intelligence cooperation described here continued into early and mid-1960s. Western intelligence liaison is not limited to the Vietnam case, as reflected in the intelligence activities of Western allies in Cuba (the 1960s–1970s), Tehran (1978–1980), Bosnia (the 1990s) and elsewhere.",https://www.zotero.org/groups/intelligence_bibliography/items/XN8ICPP7,2016-07-02,"Miriam Matejova, Don Munton",,Journal of Intelligence History,2022-03-03T16:27:38Z,['BHVIFBRH']
2167,Why intelligence fails: lessons from the Iranian Revolution and the Iraq War,Book,https://www.cornellpress.cornell.edu/book/9780801478062/why-intelligence-fails/#bookTabs=1,,https://www.zotero.org/groups/intelligence_bibliography/items/IYBKM4YR,2010,"Robert Jervis, ProQuest",Cornell University Press,,2020-07-12T12:36:38Z,"['CZT6L9T7', '4BH8AYZE', 'D7XFV7JL', 'TLFN4NAL']"
2168,Experimental Research in Reducing the Risk of Cognitive Bias in Intelligence Analysis,Journal article,https://doi.org/10.1080/08850607.2019.1690329,,https://www.zotero.org/groups/intelligence_bibliography/items/9HFA5GGR,"April 2, 2020",Martha Whitesmith,,Intl Journal of Intelligence and Counterintelligence,2022-03-03T15:25:16Z,['CZJ36V8L']
2169,The efficacy of ACH in mitigating serial position effects and confirmation bias in an intelligence analysis scenario,Journal article,https://doi.org/10.1080/02684527.2018.1534640,"An experimental study was conducted to test whether the version of the structured analytical method Analysis of Competing Hypotheses (ACH) taught by the Cabinet Office to the United Kingdom’s intelligence community provides effective mitigation of the cognitive biases of serial position effects and confirmation bias in an intelligence analysis. ACH had no statistically significant mitigative impact on the proportion of participants that exhibited serial position effects or confirmation bias, or the impact of confirmation bias on the analytical process. The most significant factor that influenced participants’ judgements of the credibility of information was the possibility of deception or dishonesty.",https://www.zotero.org/groups/intelligence_bibliography/items/QRYNZMDW,2019-02-23,Martha Whitesmith,,Intelligence and National Security,2023-12-15T11:33:22Z,['CZJ36V8L']
2170,Why Israel's intelligence chiefs failed to listen to October 7 warnings – and the lessons to be learned,Newspaper article,http://theconversation.com/why-israels-intelligence-chiefs-failed-to-listen-to-october-7-warnings-and-the-lessons-to-be-learned-219346,Israel’s intelligence services had collected and dismissed some detailed evidence about a possible Hamas attack.,https://www.zotero.org/groups/intelligence_bibliography/items/32EK8Z57,2023-12-07,Robert M. Dover,,The Conversation,2023-12-15T08:27:34Z,['D7XFV7JL']
2171,"“So That No Citizen Is Punished Unreasonably”: The KGB Concept of Profilaktika as a Tool for Suppressing Soviet Society, 1954–1991",Journal article,https://doi.org/10.1080/08850607.2023.2280430,"Since the mid-1950s, the Soviet Committee for State Security (KGB) developed the concept of profilaktika, aimed to ideologically discipline the masses and prevent them from aligning with the “malicious West” through “gentle,” supposedly nonantagonizing modes of coercion. Based on newly discovered Soviet primary sources, this article describes the intellectual and organizational efforts of the KGB Moscow headquarters to breathe life into this society-designing tool, as well as the actual inability to implement it successfully, demonstrated by the organization’s field structures. It is argued that, faced with growing popular unrest triggered by the deepening crisis of the entire Soviet system, these structures imitated the fruitful use of profilaktika’s “soft” methods, in fact widely practicing, without reporting, classic brutal suppression. The article discusses the possible relevance of this phenomenon in Putin’s Russia and other nondemocratic countries and suggests its further academic investigation.",https://www.zotero.org/groups/intelligence_bibliography/items/FBXE9H3H,2023-12-06,Yaacov Falkov,,Intl Journal of Intelligence and Counterintelligence,2023-12-13T15:33:17Z,['CZT6L9T7']
2172,Soviet and Russian Diplomatic Expulsions: How Many and Why?,Journal article,https://doi.org/10.1080/08850607.2023.2272216,"Between 1946 and 1991, over 1,500 Soviet officials—mostly intelligence officers operating under diplomatic cover—were expelled from diplomatic and other government representations around the world. Expulsions often involved single or small groups of officials, but occasionally occurred en masse. Countries chose to expel Soviet officials for four reasons: in reaction to anti-Soviet regime changes and political reversals, in retaliation for Soviet covert activities and political manipulation, in reaction to Soviet intelligence officer defectors and intelligence obtained from penetrations of Soviet intelligence services, and, most frequently, in retaliation for espionage. Recent expulsions are modern adaptations of a method that was common during the Cold War with commonalities of purpose, but some variations, especially in scale and level of international cooperation.",https://www.zotero.org/groups/intelligence_bibliography/items/NQ7GWGSJ,2023-12-06,Kevin P. Riehle,,Intl Journal of Intelligence and Counterintelligence,2023-12-13T15:31:14Z,['CZT6L9T7']
2173,‘The weatherman and the umbrella’: a case of complex and multilayered defence intelligence relations in the Netherlands,Journal article,https://doi.org/10.1080/02684527.2023.2287254,"In this case study, I explore the relationship between the Dutch Intelligence and Security Service and the Directorate of Operations J2. Using interview data and publicly available documents, I analyse the interaction between DISS and DOPS J2 using a framework on different role models adapted from public administration theory. I found that although the formal organizational structure portrays the relationship as separated, the relationship is more layered and complex in practice, which contributes to a deeper understanding of the complexity and multilayered nature of defence intelligence relations, where interaction often goes beyond the dichotomous portrayal that is predominantly found in literature.",https://www.zotero.org/groups/intelligence_bibliography/items/QZSUYCVV,2023-12-06,Saskia Pothoven,,Intelligence and National Security,2023-12-13T15:07:33Z,['AZ3BZ9BR']
2174,"Big data, emerging technologies and the characteristics of ‘good intelligence’",Journal article,https://doi.org/10.1080/02684527.2023.2287255,"What constitutes good intelligence is best understood by practitioners but has not been explored through empirical analysis and in the context of a digital age. This paper presents the first research inside all the agencies that form the Australian National Intelligence Community exploring how they are impacted by big data. Intelligence is often opaque to outsiders, yet understanding the characteristics of good intelligence is important to societies that rely on intelligence agencies for national security. This paper reflects the previously unheard perspectives of members of the agencies that form the Australian National Intelligence Community – where there is a significant empirical gap. Semi-structured interviews with 47 participants explored the impact of big data on intelligence and decision-making in Australia. This paper finds that intelligence must meet the following characteristics, many established in historical literature, in order to be considered good intelligence; (i) timely, (ii) purposeful, (iii) actionable, (iv) accurate, (v) provides value-add for an intended audience, and, (vi) is unbiased. This article explores and unpacks each of these characteristics of good intelligence and finds they remain critical in a big data era.",https://www.zotero.org/groups/intelligence_bibliography/items/XCJ7JEFA,2023-12-04,Miah Hammond-Errey,,Intelligence and National Security,2023-12-12T19:47:41Z,['E5UVWK8S']
2175,Who is watching Britain’s spies?,Magazine article,https://www.spectator.co.uk/article/who-is-watching-britains-spies/,"Parliament’s intelligence watchdog is muzzled, neutered and sick.The Intelligence and Security committee, which oversees the UK intelligence community – MI5, MI6, GCHQ etc – released its annual report this week, and it makes for a sad read. The committee says it is ‘concerned’, ‘perplexed’ and ‘disappointed’ with the government. At one point it is ‘deeply disappointed and concerned.’ The",https://www.zotero.org/groups/intelligence_bibliography/items/JL4PEWIB,2023-12-11T11:06:00+00:00,Rory Cormac,,The Spectator,2023-12-12T11:57:54Z,['CK5MNYPQ']
2176,"Russia hacking: 'FSB in years-long cyber attacks on UK', says government",Newspaper article,https://www.bbc.com/news/uk-politics-67647548,The FSB state security service is accused of hacking and releasing sensitive documents.,https://www.zotero.org/groups/intelligence_bibliography/items/URGE2NGG,2023-12-07,Gordon Corera,,BBC News,2023-12-07T13:17:44Z,['8XXD789V']
2177,The Ethics of National Security Intelligence Institutions: Theory and Applications,Book,https://www.taylorfrancis.com/books/oa-mono/10.4324/9781003106449/ethics-national-security-intelligence-institutions-adam-henschke-seumas-miller-roger-bradbury-patrick-walsh-andrew-alexandra,"This book explores the ethics of national security intelligence institutions operating in contemporary liberal democracies.
Intelligence collection by agencies such as the CIA, MI6, and Mossad involves practices that are apparently inconsistent with the principles of ordinary morality – practices such as lying, spying, manipulation, and covert action. However, in the defence of national security, such practices may not only be morally permissible, but may also under some circumstances be morally obligatory. One approach to the ethics of national security intelligence activity has been to draw from the just war tradition (so-called ‘just intelligence theory’). This book identifies significant limitations of this approach and offers a new, institutionally based, teleological normative framework. In doing so, it revises some familiar principles designed for application to kinetic wars, such as necessity and proportionality, and invokes some additional ones, such as reciprocity and trust. It goes on to explore the applications of this framework and a revised set of principles for national security intelligence institutions and practices in contemporary and emerging political and technological settings.
This book will be of much interest to students of intelligence studies, ethics, security studies and International Relations.",https://www.zotero.org/groups/intelligence_bibliography/items/URACNDC8,2024-03-18,"Adam Henschke, Seumas Miller, Andrew Alexandra, Patrick F. Walsh, Roger Bradbury",Routledge,,2023-12-07T13:06:11Z,['DVEM4H4W']
2178,Intelligence and Security Committee of Parliament: Annual Report 2022–2023,Report,https://isc.independent.gov.uk/wp-content/uploads/2023/12/ISC-Annual-Report-2022-2023.pdf,,https://www.zotero.org/groups/intelligence_bibliography/items/HVJTVG9K,2023-12-05, Intelligence and Security Committee of Parliament,,,2023-12-06T20:19:02Z,['CK5MNYPQ']
2179,Secrecy and the politics of selective disclosures: the US government’s intervention in Guatemala,Journal article,https://doi.org/10.1080/02684527.2023.2279317,"Recent scholarship debates the signaling function of secrecy and covertness. At the international level, covertness is used to achieve strategic objectives without risking escalation or openly violating international law. Domestically, secrecy is understood as a method to pacify domestic constituencies. These are typically understood as obstacles to the conduct of (covert) foreign policy. Building primarily on archival material, the analysis highlights the role of ‘selective disclosures’ of information regarding covert operations. This article analyses the Eisenhower Administration’s 1954 intervention in Guatemala (PBSUCCESS). We find that the executive used disclosures – and not secrecy – to pacify hawkish domestic constituencies.",https://www.zotero.org/groups/intelligence_bibliography/items/CZFGW38E,2023-11-28,"Luca Trenta, Kevin T Fahey, Douglas B Atkinson",,Intelligence and National Security,2023-12-01T17:35:48Z,['CZT6L9T7']
2180,"Scholar, diplomat, Intelligence pioneer: Herbert Norman and Canada’s Special Intelligence Section, 1942-1945",Journal article,https://doi.org/10.1080/02684527.2023.2287801,"Using recently declassified documents, this article examines the wartime work of Canada’s Special Intelligence Section under diplomat Herbert Norman. This was the first experiment with all-source strategic intelligence analysis in Canada. The SIS scrutinized intercepted Japanese and French communications, and prepared regular intelligence reports on enemies’ conduct of the war. Its analysis sometimes veered into prescriptions of Allied policy and grand strategy for the benefit of readers like Prime Minister Mackenzie King. During the Second World War, Canada’s SIS demonstrated that intelligence personnel with deep expertise could produce insightful analyses of key global developments for strategists and decision-makers.",https://www.zotero.org/groups/intelligence_bibliography/items/WMEQBCZ4,2023-11-27,Sam Eberlee,,Intelligence and National Security,2023-12-01T17:35:22Z,"['SCCGXHMZ', 'AZ3BZ9BR']"
2181,One size does not fit all: rollback orthodoxy and Anglo-American covert action in Albania and Ukraine in the early Cold War,Journal article,https://doi.org/10.1080/02684527.2023.2286704,"Orthodox scholarship claims the CIA-MI6 covert actions in Albania and Ukraine in the early Cold War exemplified a singular effort to rollback Soviet power in Europe. Using recently declassified files, this article presents a case study of Operation BGFiend/Valuable and Aerodynamic to challenge the existence of an aggressive rollback programme. These were limited, diverse and strategically dynamic projects that did not seek regime change in either territory. The west subverted Hoxha’s Albanian regime, focusing on intelligence collection and propaganda. In Ukraine, emphasis was on gathering intelligence, particularly to provide early warning of an anticipated Soviet invasion of Western Europe.",https://www.zotero.org/groups/intelligence_bibliography/items/ZB7D5Y2Y,2023-11-24,"Stephen Long, Francesco Cacciatore",,Intelligence and National Security,2023-12-01T17:34:31Z,['B6RJNLTK']
2182,Generative AI and Intelligence Assessment,Journal article,https://doi.org/10.1080/03071847.2023.2286775,"AI has been used for years to improve collection and analysis in signals intelligence but this article explores the range of tasks generative AI can perform for strategic intelligence analysts. It argues that the most prudent integration of generative AI into intelligence assessment is as a ‘co-pilot’ for human analysts. Notwithstanding issues of inaccuracy, imported bias and ‘hallucination’, generative AI can liberate time-poor analysts to focus on tasks where humans add most value – applying their expertise, tacit knowledge and ‘sense of reality’.",https://www.zotero.org/groups/intelligence_bibliography/items/IKZKN99P,2023-11-30,"Joe Devanny, Huw Dylan, Elena Grossfeld",,The RUSI Journal,2023-11-30T13:09:07Z,['E5UVWK8S']
2183,Inside Mossad,Blog post,https://engelsbergideas.com/notebook/inside-mossad/,"Israel's foreign intelligence service has played a crucial role at key moments in the country's history. In the coming months, it may target Hamas operatives both in Gaza and further afield.",https://www.zotero.org/groups/intelligence_bibliography/items/9YH2LSNY,,Ahron Bregman,,,2023-11-27T22:11:31Z,['CK5MNYPQ']
2184,The Ethics of Artificial Intelligence for Intelligence Analysis: a Review of the Key Challenges with Recommendations,Journal article,https://doi.org/10.1007/s44206-023-00036-4,"Intelligence agencies have identified artificial intelligence (AI) as a key technology for maintaining an edge over adversaries. As a result, efforts to develop, acquire, and employ AI capabilities for purposes of national security are growing. This article reviews the ethical challenges presented by the use of AI for augmented intelligence analysis. These challenges have been identified through a qualitative systematic review of the relevant literature. The article identifies five sets of ethical challenges relating to intrusion, explainability and accountability, bias, authoritarianism and political security, and collaboration and classification, and offers a series of recommendations targeted at intelligence agencies to address and mitigate these challenges.",https://www.zotero.org/groups/intelligence_bibliography/items/C4MZM88D,2023-04-05,"Alexander Blanchard, Mariarosaria Taddeo",,Digital Society,2023-11-27T09:48:54Z,['E5UVWK8S']
2185,The future of intelligence analysis: A task-level view of the impact of artificial intelligence on intel analysis,Report,https://www2.deloitte.com/content/dam/insights/us/articles/6306_future-of-intel-analysis/DI_Future-of-intel-analysis.pdf,,https://www.zotero.org/groups/intelligence_bibliography/items/ESZ5ZN6M,2019-01-01,"Kwasi Mitchell, Joe Mariani, Adam Routh, Akash Keyal, Alex Mirkow",,,2023-11-27T09:42:28Z,['E5UVWK8S']
2186,"Probability or confidence, a distinction without a difference?",Journal article,https://doi.org/10.1080/02684527.2023.2276582,"How analytic uncertainty is presented can affect critical policymaker decisions. Analysts are told to offer separate: (1) assessments of the likelihood an analytic statement is true and (2) confidence statements that express how strongly analysts believe their assessments. The distinction between likelihood and confidence sounds clear but is not. The IC defines confidence poorly. Most intelligence products fail to distinguish likelihood from confidence and use the terms interchangeably to mean probability. The IC should abandon its confusing shorthand confidence descriptions. Instead, analysts should provide explanations of the nature and strength of evidence, and the reasoning behind analytic judgments.",https://www.zotero.org/groups/intelligence_bibliography/items/SKX2X42S,2023-11-20,Robert Levine,,Intelligence and National Security,2023-11-22T10:28:14Z,['CZJ36V8L']
2187,A Spy Agency Leaked People's Data Online—Then the Data Was Stolen,Magazine article,https://www.wired.com/story/ntmc-bangladesh-database-leak/,The National Telecommunication Monitoring Center in Bangladesh exposed a database to the open web. The types of data leaked online are extensive.,https://www.zotero.org/groups/intelligence_bibliography/items/7949KUMI,2023-11-16,Matt Burgess,,Wired,2023-11-18T09:30:35Z,['8XXD789V']
2188,The Codebreakers of Bletchley Park: The Secret Intelligence Station that Helped Defeat the Nazis,Book,,,https://www.zotero.org/groups/intelligence_bibliography/items/63MYMMSU,2020-01-01,Dermot Turing,Arcturus,,2023-11-18T00:28:18Z,"['T92JK7A5', 'SCCGXHMZ']"
2189,Ethnic Minorities in the Soviet Illegal Intelligence: A Case of a KGB Illegal in Post-WWII Japan,Journal article,https://doi.org/10.1080/08850607.2023.2271659,"The recruitment strategies employed by the KGB’s First Chief Directorate (FCD) displayed an apparent dichotomy, utilizing a two-pronged approach. On one hand, individuals who intended to operate under diplomatic cover were predominantly Slavs with a strong ideological background. On the other hand, individuals from discriminated ethnic minorities, among the Slavs, were often employed as undercover intelligence operatives known as illegals. This article aims to delve deeper into this disparity and, drawing upon the insights gained from the preceding analysis, construct a comprehensive case study focusing on the life and work of Evgeny Kim as an exemplary embodiment of an illegal originating from an ethnic minority.",https://www.zotero.org/groups/intelligence_bibliography/items/YPDD7XIC,2023-11-16,Grigorij Serscikov,,Intl Journal of Intelligence and Counterintelligence,2023-11-17T23:32:31Z,"['CZT6L9T7', 'AZ3BZ9BR']"
2190,Reconsidering the Science and Semantics of Intelligence Analysis,Journal article,https://doi.org/10.1080/08850607.2023.2270715,"Intelligence analysis can benefit from a rigorous application of scientific method and the borrowing of frameworks from the social sciences, but it cannot be defined entirely in such terms that are extrinsic to the field. There is a process of “sense-making,” involving the production and negotiation of meaning through the exchange of signs and their signification, as the analyst mediates between the world of the target set and the world of the policymaker. That process is fundamentally and irreducibly subjective, intrinsic to the human experience that is deeply embedded in analysis, and it takes place primarily within the medium of verbal language. A semiotic approach would be better suited for understanding the ways that analysts navigate the layers of meaning that accrue to events within their local contexts, the grammar or rhetoric of tropes that shape analytical lines, and the socially constructed rules that guide policy debates.",https://www.zotero.org/groups/intelligence_bibliography/items/JJHAXQCW,2023-11-16,Joshua Yaphe,,Intl Journal of Intelligence and Counterintelligence,2023-11-17T23:32:07Z,['CZJ36V8L']
2191,A new theory of surprise – unraveling the logic of uncertainty and knowledge,Journal article,https://doi.org/10.1080/02684527.2023.2278845,"Intelligence is judged by its ability to avoid surprises. Unfolding the dry logic of uncertainty shows how intelligence failures caused by surprises are unavoidable. This is done by the systematic study of the general conditions that trigger the different kinds of surprise, categorized according to their different epistemological nature. Five conceptual categories of surprise are analyzed: lack of expectations; insufficient evidence between two or more alternative courses of action; false justified beliefs; incomplete theory to ground a belief, and an utterly false expectation produced by our (usually reliable) mindset. Intelligence serves as a countermeasure to opponents’ actions at strategic and tactical levels. However, intelligence analysis can only minimize the risk; it cannot eliminate it altogether.",https://www.zotero.org/groups/intelligence_bibliography/items/QAN8A2SW,2023-11-16,Giangiuseppe Pili,,Intelligence and National Security,2023-11-17T23:31:16Z,['9YPHGMBS']
2192,Russian Intelligence: A case-based study of Russian services and missions past and present,Book,https://ni-u.edu/wp/wp-content/uploads/2022/05/Riehle_Russian-Intelligence.pdf,,https://www.zotero.org/groups/intelligence_bibliography/items/EZYUBYMI,2022-03-01,Kevin P. Riehle,National Intelligence Universtiry Press,,2023-11-17T23:29:30Z,['AZ3BZ9BR']
2193,Women in Intelligence: The Hidden History of Two World Wars,Book,https://yalebooks.co.uk/9780300260779/women-in-intelligence,"A groundbreaking history of women in British intelligence, revealing their pivotal role across the first half of the twentieth century   From the twenti...",https://www.zotero.org/groups/intelligence_bibliography/items/9CMNCNXX,2023-09-12,Helen Fry,Yale University Press,,2023-11-16T10:38:23Z,"['BNPYHVD4', 'SCCGXHMZ']"
2194,"Five Eyes: the past, present and future of the world's key intelligence alliance",Blog post,https://engelsbergideas.com/essays/five-eyes-the-past-present-and-future-of-the-worlds-key-intelligence-alliance/,The Five Eyes network represents one of the closest partnerships between nation states in history - how did it come into being? And what explains its remarkable durability?,https://www.zotero.org/groups/intelligence_bibliography/items/HC4GK222,2021-03-18T12:14:26+00:00,"David Gioe, Michael S. Goodman, David Schaefer",,,2021-03-19T14:04:56Z,"['T92JK7A5', 'CK5MNYPQ']"
2195,"Counter-terrorism, intelligence and policing in Sri Lanka: a case study of the 2019 easter terror attacks",Journal article,https://doi.org/10.1080/18335330.2022.2153613,"This article examines the 2019 Easter Sunday terror attacks in Sri Lanka as a case study to probe intelligence and policing counter-terrorism efforts in the country. It explores the background of the bombings, the ensuing investigations and impact of the attacks on the intelligence and police services using Sri Lankan newspaper sources and government reports. The article argues the intelligence failure was a breakdown in Sri Lanka's intelligence and police services’ intelligence cycle wherein the relevant information was not disseminated to those who could prevent the attacks.",https://www.zotero.org/groups/intelligence_bibliography/items/WV2SV5H5,2023-01-03,Ryan Shaffer,,"Journal of Policing, Intelligence and Counter Terrorism",2023-02-24T10:26:44Z,"['TLFN4NAL', 'AZ3BZ9BR']"
2196,Keeping our wits about us: introducing a bespoke informant interview model for covert human intelligence source (CHIS) interactions,Journal article,https://doi.org/10.1080/18335330.2022.2153614,"The covert use of civilian informants leaves law enforcement agencies open to accusations of unethical conduct. The use of a structured interview protocol is a recognised method of promoting ethical interactions between police and public citizens, however, there is no known interview model specifically designed to meet informant handler objectives. The current study adopts a holistic view of the interaction between ‘informant’ and ‘handler’ to develop a bespoke informant interview model (RWITS-US: Review and Research, Welfare, Information, Tasking, Security, Understanding Context, Sharing). This model is compared to the PEACE model of interviewing as part of a novel experimental paradigm using mock-informants (N = 19), measuring levels of motivation, rapport, cooperation and intelligence gain. Results indicate that the RWITS-US model generated significantly greater levels of self-reported rapport without having any detrimental effect on the other measured variables. Whilst the results are encouraging, we suggest that the RWITS-US model should be tested in handler training environments before being recommended for widespread use in the field.",https://www.zotero.org/groups/intelligence_bibliography/items/UA8FMUWP,2022-12-07,"Lee Moffett, Gavin E. Oxburgh, Paul Dresser, Fiona Gabbert, Steven J. Watson",,"Journal of Policing, Intelligence and Counter Terrorism",2023-02-24T10:27:13Z,['ZMVDB8A2']
2197,"Strengthening DHS intelligence analysis education: core competencies, gaps, and challenges",Journal article,https://www.tandfonline.com/doi/full/10.1080/18335330.2022.2069475?af=R,.,https://www.zotero.org/groups/intelligence_bibliography/items/XG8R6HIN,2022-05-09 03:23:03,"Michelle Black, Lana Obradovic",,"Journal of Policing, Intelligence and Counter Terrorism",2023-05-06T09:45:24Z,"['CZJ36V8L', 'H28QZ8XV']"
2198,Hunters and Gatherers: The Evolution of Strike and Intelligence Functions in Special Operations Forces,Journal article,https://doi.org/10.1080/08850607.2023.2197558,"The rapid expansion of Special Operations Forces (SOF) since the beginning of the twenty-first century is largely seen as a response to the necessity to fight the post–11 September 2001 counterterrorism wars. Strike and intelligence, previously studied as distinct functions for military forces, have been increasingly intertwined in contemporary SOF operations. This study examines the evolution of the strike and intelligence functions of the North Atlantic Treaty Organization and allied SOF in counterterrorism and counterinsurgency campaigns from 2004 to 2017. The coevolution of strike and intelligence functions in SOF operations provides unique insight into the processes of battlefield and doctrinal adaptation in counterterrorism campaigns. Opportunities for further research include links between emerging doctrine and practice in targeting enemy networks.",https://www.zotero.org/groups/intelligence_bibliography/items/47EXKD5C,2023-05-08,John Hardy,,Intl Journal of Intelligence and Counterintelligence,2023-05-09T18:25:42Z,"['HCN8YFI8', 'CK5MNYPQ']"
2199,The Evolution of African Intelligence Cultures,Journal article,https://doi.org/10.1080/02684527.2023.2211872,,https://www.zotero.org/groups/intelligence_bibliography/items/RV5K9LVI,2023-10-18,"R. Gerald Hughes, Martin Plaut",,Intelligence and National Security,2023-11-15T12:23:18Z,['AZ3BZ9BR']
2200,Not-So-Secret Secret Police: Yugoslavia’s Intelligence Apparatus,Journal article,https://doi.org/10.1080/08850607.2023.2270370,"Intelligence agencies in former Yugoslavia served as the regime’s political police, which carried out domestic security roles in an internally divided country that was caught at the crossroads of a geopolitical cleavage between great powers.",https://www.zotero.org/groups/intelligence_bibliography/items/U5Q3KGUI,2023-11-14,Florina Cristiana Matei,,Intl Journal of Intelligence and Counterintelligence,2023-11-15T12:19:47Z,['AZ3BZ9BR']
