,Title,Publication type,Link to publication,Abstract,Zotero link,Date published,FirstName2,Publisher,Journal,Date added,Col key,DOI,Book_title,Thesis_type,University,Collection_Key,Collection_Name,Collection_Link,ID,Citation,OA status,Citation_list,First_citation_year,Last_citation_year,Publication_year,OA_link,Year_difference
5138,Did Raoul Wallenberg try to leave Budapest in January 1945 with jewelry and 15–20 kg of gold hidden in the gasoline tank of his car? On sensationalism in popular history and Soviet disinformation,Journal article,https://doi.org/10.1080/16161262.2015.1079967,"This article addresses the claim made by the American journalists Frederick Werbell and Thurston Clarke (in 1982) and the Swedish author and researcher Bengt Jangfeldt (in 2012) to the effect that the Swedish diplomat Raoul Wallenberg, when preparing to leave Budapest for Debrecen in January 1945, hid jewelry and 15–20 kg of gold in his car. As is evident from the examination conducted here, the testimonies referred to in support of this theory are all fraught with serious problems. Most importantly, there is not a single witness making such a claim before the July 1947 issue of the American journal Reader’s Digest, where it first appeared. The article concludes that the sources referred to are not sufficiently solid to support the claim that Wallenberg tried to bring anything of value out of Budapest, except for the small number of bills of different currencies that was handed over to his relatives by the KGB in 1989, together with his personal belongings. The article also describes a number of known and suspected Soviet attempts to furnish the Swedes with disinformation regarding Wallenberg’s fate and discusses whether the gold-and-jewelry claim is in fact the distant echo of an almost 70-year-old Soviet attempt to discredit Wallenberg.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/86YNWDC8,2016-01-02,Johan Matz,Taylor and Francis,Journal of Intelligence History,2024-02-05T14:41:33Z,"['AZ3BZ9BR', 'SCCGXHMZ']",10.1080/16161262.2015.1079967,,Unclassified,,SCCGXHMZ,01.6 WW2 (Second World War),https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/SCCGXHMZ,https://openalex.org/W2201223472,1.0,False,https://openalex.org/works?filter=cites:W2201223472,2017.0,2017.0,2015.0,,2.0
5139,"England, Sir Martin Gilbert and Hungarian State Security",Journal article,https://doi.org/10.1080/16161262.2015.1061796,"The article tells us the story of a bungled attempt at recruitment of a prominent member of the British establishment by the Hungarian Foreign Intelligence Service in the 1960s. Its research was based on files found in the Historical Archives of Hungarian State Security. As the reports might have been “edited,” fabricated and tailored for the superiors, the author went to great lengths to study all of the volumes of files dealing with the case, and, using judicious vetting, composed a very credible story of this intelligence operation. The case study successfully lifts the veil of secrecy over sources and methods of the then Hungarian intelligence service and even manages to name a well-known Hungarian person as an agent and talent-spotter. As it turns out, the target proved to be far more skillful and resourceful than his would-be recruiters and took full advantage of their eagerness for his own material benefit without delivering any intelligence of value. The author suspects that the Hungarians’ target was a plant of MI5, which frequently used double agent operations against the Eastern services. In closing, the author, however, finds it strange that the well-known target never mentioned or hinted at the incident in any of his writing, though he could have been quite proud of his feat of making a fool of a hostile intelligence service.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/SRX5VM5D,2016-01-02,Krisztián Ungváry,Taylor and Francis,Journal of Intelligence History,2024-02-05T14:40:57Z,['AZ3BZ9BR'],10.1080/16161262.2015.1061796,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,https://openalex.org/W2219524344,0.0,False,,,,2015.0,,
5140,The CIA in Hollywood: How the Agency Shapes Film and Television,Book,https://utpress.utexas.edu/9780292772465,"What’s your impression of the CIA? A bumbling agency that can’t protect its own spies? A rogue organization prone to covert operations and assassinations? Or a dedicated public service that advances the interests of the United States? Astute TV and movie viewers may have noticed that the CIA’s image in popular media has spanned this entire range, with a decided shift to more positive portrayals in recent years. But what very few people know is that the Central Intelligence Agency has been actively engaged in shaping the content of film and television, especially since it established an entertainment industry liaison program in the mid-1990s.

The CIA in Hollywood offers the first full-scale investigation of the relationship between the Agency and the film and television industries. Tricia Jenkins draws on numerous interviews with the CIA’s public affairs staff, operations officers, and historians, as well as with Hollywood technical consultants, producers, and screenwriters who have worked with the Agency, to uncover the nature of the CIA’s role in Hollywood. In particular, she delves into the Agency’s and its officers’ involvement in the production of The Agency, In the Company of Spies, Alias, The Recruit, The Sum of All Fears, Enemy of the State, Syriana, The Good Shepherd, and more. Her research reveals the significant influence that the CIA now wields in Hollywood and raises important and troubling questions about the ethics and legality of a government agency using popular media to manipulate its public image.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/RJADZQH5,2016-03-08,Tricia Jenkins,University of Texas Press,,2024-02-05T14:36:39Z,['2Y7S43YJ'],,,Unclassified,,2Y7S43YJ,02.5 Intelligence and media,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/2Y7S43YJ,,,,,,,,,
5141,Open Source Intelligence in a Networked World,Book,https://www.bloomsbury.com/uk/open-source-intelligence-in-a-networked-world-9781441166081/,"The amount of publicly and often freely available information is staggering. Yet, the intelligence community still continues to collect and use information in the same manner as during WWII, when the OSS set out to learn as much as possible about Nazi Germany and Imperial Japan by scrutinizing encyclopedias, guide books, and short-wave radio. Today, the supply of information is greater than any possible demand, and anyone can provide information. In effect, intelligence analysts are drowning in information.

The book explains how to navigate this rising flood and make best use of these new, rich sources of information. Written by a pioneer in the field, it explores the potential uses of digitized data and the impact of the new means of creating and transmitting data, recommending to the intelligence community new ways of collecting and processing information.

This comprehensive overview of the world of open source intelligence will appeal not only to practitioners and students of intelligence, but also to anyone interested in communication and the challenges posed by the information age.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/6WTH4GFB,2012-07-19,Anthony Olcott,Bloomsbury,,2024-02-05T14:34:43Z,['LXMU5UXP'],,,Unclassified,,LXMU5UXP,07.4 OSINT - SOCMINT,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/LXMU5UXP,,,,,,,,,
5142,"From Northern Ireland to Afghanistan: British Military Intelligence Operations, Ethics and Human Rights",Book,https://www.routledge.com/From-Northern-Ireland-to-Afghanistan-British-Military-Intelligence-Operations/Moran/p/book/9781138249790,"Moran concentrates on three aims: to provide an overview of British military intelligence operations in the last 30 years which concentrates on operational not strategic intelligence; to examine the debates over ethics and effectiveness that have followed these operations; and to examine the increasing attempts to place military intelligence under the same type of regulation that police and security intelligence operations have been subject to. As such, he provides a timely overview of intelligence effectiveness and ethics in this area of heightened interest and relevance in terms of the recent UK deployments to Iraq and Afghanistan, and in the light of the UK Strategic Defence Review. This book is not a philosophical discussion of military ethics; nor is it a study of operations alone. In the light of experiences from Northern Ireland to Afghanistan, it examines the debates over effectiveness which have surrounded British military intelligence activities whilst tying these debates closely to the ethical issues they raise. Each stage of operations is evaluated in context. Interest will cut across disciplines and as such this book will appeal to intelligence, counter-terrorism, military studies, politics, human rights and philosophy practitioners, scholars and students.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/D9SM68J7,2013,Jon Moran,Routledge,,2024-02-05T13:43:18Z,['DVEM4H4W'],,,Unclassified,,DVEM4H4W,"06 Accountability, oversight, and ethics",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DVEM4H4W,,,,,,,,,
5143,Argo: How the CIA and Hollywood Pulled Off the Most Audacious Rescue in History,Book,https://www.penguin.co.uk/books/188704/argo-by-baglio-antonio-mendez-and-matt/9780241964590,"Argo by Antonio Mendez and Matt Baglio - the declassified CIA story behind the Oscar-winning film WINNER OF 'BEST PICTURE' AT THE ACADEMY AWARDS, THE BAFTAS AND THE GOLDEN GLOBES Tehran, November 1979. Militant students stormed the American embassy and held sixty Americans captive for a gruelling 444 days. But until now the CIA has never revealed the twist to the Iran Hostage Crisis: six Americans escaped. The escape plot was run by Antonio Mendez, head of the CIA's extraction team and a master of disguise. Mendez came up with an idea so daring and potentially foolish that it seemed destined for Hollywood... and indeed it was. He invented a fake sci-fi film called 'Argo' (from the actual name of the CIA mission, a reference to Jason and the Argonauts). After announcing the production to the movie industry, Mendez put together a team of real 1970s Hollywood actors, directors and producers - along with covert CIA officers. They would travel to revolutionary Iran under a foreign film visa, and while 'scouting locations' throughout the country they would track down the six Americans who were hiding out. After giving them false identities as part of the film crew, they would spirit them back across the border. One part 'Ocean's 11' and another part 'Black Hawk Down', Mendez's mind-bogglingly complicated and risky gamble paid off: each escapee was extracted without a shot being fired. Mendez is considered one of the greatest officers in CIA history. The story of this, his greatest mission, has never been told. Now an acclaimed film directed by and starring Ben Affleck, with Bryan Cranston, Alan Arkin and John Goodman' Antonio Mendez was cited by Richard Clarke as one of the top two or three CIA agents in history. He received the CIA's Intelligence Medal of Merit, the Trailblazer Medallion and the Intelligence Star - for his rescue of six Americans from revolutionary Iran. He and his wife, also a famed agent, were technical consultants on the television series 'The Agency' and founding board members of the International Spy Museum in Washington. Matt Baglio is the author of the New York Times bestseller The Rite: The Making of a Modern Exorcist. His writing appears regularly in the Daily Mail and the Associated Press.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/QRDX35SN,2012-10-25,"Antonio Mendez, Mendez Baglio",Penguin,,2024-02-05T13:39:57Z,['CZT6L9T7'],,,Unclassified,,CZT6L9T7,01.7 Cold War,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CZT6L9T7,,,,,,,,,
5144,"From countersubversion to counter-insurgency – comparing MI5’s role in British Guiana, Aden and the Northern Ireland civil rights crisis",Journal article,https://doi.org/10.1080/16161262.2014.970365,"As the imperial security service, MI5 operated throughout the British Empire and in virtually every instance of decolonisation after the Second World War. Using both secondments inside the Colonial Office (Security Intelligence Advisors or SIAs) and representatives within the colonies, dependencies and protectorates (Security Liaison Officers or SLOs), MI5 arguably operated in a more diverse range of political situations than any part of Britain’s armed forces. This article suggests that two main modes of conduct were deployed in the empire’s trouble spots by MI5 – countersubversion and counter-insurgency – and that investigation of these instances can be used to shed light on MI5’s less documented role in the early years of the Northern Ireland Troubles. The article demonstrates that, unlike in Aden, the Security Service managed to maintain their liaison and supervision role in Northern Ireland without being absorbed within the local Special Branch in the first decade of the Troubles.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/QMAKX5XM,2015-01-02,Tony Craig,Taylor and Francis,Journal of Intelligence History,2024-02-05T13:39:07Z,"['DVEM4H4W', 'RHJFPRAI']",10.1080/16161262.2014.970365,,Unclassified,,DVEM4H4W,"06 Accountability, oversight, and ethics",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DVEM4H4W,https://openalex.org/W2039197832,1.0,False,https://openalex.org/works?filter=cites:W2039197832,2023.0,2023.0,2014.0,,9.0
5145,"From countersubversion to counter-insurgency – comparing MI5’s role in British Guiana, Aden and the Northern Ireland civil rights crisis",Journal article,https://doi.org/10.1080/16161262.2014.970365,"As the imperial security service, MI5 operated throughout the British Empire and in virtually every instance of decolonisation after the Second World War. Using both secondments inside the Colonial Office (Security Intelligence Advisors or SIAs) and representatives within the colonies, dependencies and protectorates (Security Liaison Officers or SLOs), MI5 arguably operated in a more diverse range of political situations than any part of Britain’s armed forces. This article suggests that two main modes of conduct were deployed in the empire’s trouble spots by MI5 – countersubversion and counter-insurgency – and that investigation of these instances can be used to shed light on MI5’s less documented role in the early years of the Northern Ireland Troubles. The article demonstrates that, unlike in Aden, the Security Service managed to maintain their liaison and supervision role in Northern Ireland without being absorbed within the local Special Branch in the first decade of the Troubles.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/QMAKX5XM,2015-01-02,Tony Craig,Taylor and Francis,Journal of Intelligence History,2024-02-05T13:39:07Z,"['DVEM4H4W', 'RHJFPRAI']",10.1080/16161262.2014.970365,,Unclassified,,RHJFPRAI,08 Counterintelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/RHJFPRAI,https://openalex.org/W2039197832,1.0,False,https://openalex.org/works?filter=cites:W2039197832,2023.0,2023.0,2014.0,,9.0
5146,Not above the law: Shin Bet’s (Israel Security Agency) democratization and legalization process,Journal article,https://doi.org/10.1080/16161262.2015.972717,"Shin Bet – Israel’s internal security agency – has been active for many years in the gray areas of the law. This reality originated from the clandestine nature of Shin Bet and its missions, primarily the war against terror. However, scandals that erupted in the 1980s, in which Shin Bet high-ranking officials have knowingly broke the law and in fact placed themselves above it, have compelled the agency in particular and Israeli law and justice authorities in general to implement a fundamental revision in the legal status of Shin Bet, its regulation, and the definition of its authorities. Following this revision, a better balance has been achieved between national security needs and the values of the democracy. This article describes the democratization and legalization process Shin Bet has undergone since its foundation and the existing regulatory mechanisms aimed at ensuring that Shin Bet’s activity is executed according to law and fits Israel’s democratic values.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/D2G8BVGJ,2015-01-02,Eyal Pascovich,Taylor and Francis,Journal of Intelligence History,2024-02-05T13:38:02Z,['AZ3BZ9BR'],10.1080/16161262.2015.972717,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,https://openalex.org/W1963809068,5.0,False,https://openalex.org/works?filter=cites:W1963809068,2016.0,2022.0,2014.0,,2.0
5147,Schattenwelten: Österreichs Geheimdienstchef erzählt [Shadow worlds: Austria's secret service chief tells],Book,https://www.ares-verlag.com/product/schattenwelten/,"The so-called BVT affair, in particular the raid on this authority under the turquoise-blue government in 2018, was not without consequences. The seizure of confidential material from the ""Berner Club"" as part of the search led to a crisis of confidence and a temporary suspension of the BVT from this informal, elite circle. There is much to suggest that the initial spark for this action by the ""Club"" came from the BAT itself, i.e. that the fire was started by its own people.

A call with serious consequences: in 2002, Gert R. Polli was headhunted from his position at Austria's military foreign intelligence service to the Ministry of the Interior by ÖVP Interior Minister Ernst Strasser. In the light of a developing international terror situation after 11 September 2001, a domestic intelligence service was to be created. The task now was to restructure and reorganise one of Austria's most controversial security agencies: the state police. An almost impossible task, which was entrusted to Polli, an officer with experience abroad. Once this task was completed, the State Police was incorporated into the newly founded Federal Office for the Protection of the Constitution and Counter-Terrorism. Polli, for his part, was appointed the first director of this agency - a position he was to hold for almost seven years.

This book is a very personal look back at his life and career. Gert R. Polli traces the remarkable path that led him from primary school in Carinthia via the Austrian army into the thicket of Austrian authorities and intelligence services, from there again into the independent security industry and finally onto the Way of St James with its final destination in Santiago de Compostela. The Austrian, European and global shadow worlds can be surmised in numerous stories that could have happened in a similar way.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/9FMS7SFR,2023,Gert R. Polli,Ares Verlag,,2024-02-05T09:06:13Z,['AZ3BZ9BR'],,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,,,,,,,,,
5148,Intelligence's Future: Learning From the Past,Journal article,https://doi.org/10.1080/16161262.2003.10555083,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/KL63469E,2003-12-01,Michael Herman,Taylor and Francis,Journal of Intelligence History,2022-03-04T23:36:21Z,"['D7XFV7JL', 'KGU8VLSW']",10.1080/16161262.2003.10555083,,Unclassified,,D7XFV7JL,05 Intelligence failures,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/D7XFV7JL,https://openalex.org/W1574876560,4.0,False,https://openalex.org/works?filter=cites:W1574876560,2016.0,2025.0,2003.0,,13.0
5149,Intelligence's Future: Learning From the Past,Journal article,https://doi.org/10.1080/16161262.2003.10555083,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/KL63469E,2003-12-01,Michael Herman,Taylor and Francis,Journal of Intelligence History,2022-03-04T23:36:21Z,"['D7XFV7JL', 'KGU8VLSW']",10.1080/16161262.2003.10555083,,Unclassified,,KGU8VLSW,01.99 Intelligence archives and methodology,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/KGU8VLSW,https://openalex.org/W1574876560,4.0,False,https://openalex.org/works?filter=cites:W1574876560,2016.0,2025.0,2003.0,,13.0
5150,"Partisanship and congressional intelligence oversight: the case of the Russia inquiries, 2017-2020",Journal article,https://doi.org/10.1080/02684527.2023.2249792,"What patterns of behavior can we observe among the leading figures of US congressional intelligence committees’ Russia inquiries? We argue that current typologies to study the roles of legislators in intelligence oversight do not fully capture the impact of partisanship on overseers’ behavior. Revisiting Loch Johnson’s typology of ‘role definitions’ to account for the behaviour of these legislators, we define four types of congressional investigators to understand how partisanship affected legislators’ behavior during the congressional investigations on Russian interference. We conclude by showing how our role definitions could be used to study congressional intelligence oversight on other high-profile issues.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/8GIVD2EV,2024-01-02,"Vincent Boucher, Frédérick Gagnon",Routledge,Intelligence and National Security,2024-01-20T18:59:59Z,['DVEM4H4W'],10.1080/02684527.2023.2249792,,Unclassified,,DVEM4H4W,"06 Accountability, oversight, and ethics",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DVEM4H4W,https://openalex.org/W4386713564,3.0,False,https://openalex.org/works?filter=cites:W4386713564,2025.0,2026.0,2023.0,,2.0
5151,To trust or to restrict? – mapping professional perspectives on intelligence powers and oversight in the Netherlands using Q-methodology,Journal article,https://doi.org/10.1080/02684527.2023.2239037,"In recent years, the intelligence domain has transformed and become more cyber-oriented. This has been accompanied by governance reforms of intelligence agencies’ powers and oversight mechanisms. However, opinions on key points of these reforms diverge and diverging professional opinions may affect how reforms achieve intended goals. Using Q-methodology, this article identifies and analyses four distinct viewpoints that professionals in the Dutch intelligence community hold regarding intelligence powers and oversight thereof. This study was done in the context of recent reforms in the Netherlands and also considers how views on trust, privacy, and effectiveness play a role.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/VTSMEE2G,2024-01-02,"E.C. Oomens, R.S. van Wegberg, A.J. Klievink, M.J.G. van Eeten",Routledge,Intelligence and National Security,2023-08-05T19:52:11Z,['DVEM4H4W'],10.1080/02684527.2023.2239037,,Unclassified,,DVEM4H4W,"06 Accountability, oversight, and ethics",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DVEM4H4W,https://openalex.org/W4385481114,2.0,True,https://openalex.org/works?filter=cites:W4385481114,2024.0,2024.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/02684527.2023.2239037?needAccess=true&role=button,1.0
5152,‘No end of a lesson’: the Anglo-Boer War and British espionage fiction,Journal article,https://doi.org/10.1080/02684527.2023.2244219,"In the first years of the twentieth century, the British government came to recognize the value of espionage for the defense of the empire. This was a logical outgrowth of increasing anxieties about the intentions of the German Kaiser and the experience of the Anglo-Boer War, in which a numerically superior British army found itself in a protracted battle with local forces skilled in the art of guerrilla warfare. Espionage fiction by writers such as Rudyard Kipling, E. Phillips Oppenheim, Erskine Childers, William Le Queux, and John Buchan used the example of the Anglo-Boer War to draw attention to the deficiencies in imperial intelligence, the potential threats to the empire, and the role of civilian patriots in thwarting internal and external threats. Espionage fiction educated British readers to perceive a need for systematic intelligence gathering, which ran counter to the democratic nature to which the British aspired. The popularity of non-professional patriotic spies as protagonists of mass market fiction allowed for the development of a broad popular constituency in favor of greater government commitment to intelligence gathering. And while this popular enthusiasm was beneficial to the Tory Party, it was not driven solely by conservative politicians, but rather by populist pressure stemming from mass culture inspired by literary reflections on the Anglo-Boer War.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/7BVLQQKP,2024-01-02,Anton Fedyashin,Routledge,Intelligence and National Security,2023-08-08T21:38:30Z,['9YH9YSYQ'],10.1080/02684527.2023.2244219,,Unclassified,,9YH9YSYQ,98.5 Intelligence in literature and popular culture,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/9YH9YSYQ,https://openalex.org/W4385663576,1.0,False,https://openalex.org/works?filter=cites:W4385663576,2025.0,2025.0,2023.0,,2.0
5153,Espionage by Europeans: treason and counterintelligence in post-Cold War Europe,Journal article,https://doi.org/10.1080/02684527.2023.2254020,"As War rages in Ukraine, counterintelligence has again taken centre stage for European intelligence agencies. In spite of the long-ascendant espionage threat, to date little is known about who is recruited, what motivated them and how they were caught. This article presents an analysis of espionage against European NATO and/or EU members, based on court convictions in 2010–2021. This provides a first overview of contemporary espionage in Europe, and complements previous research, which is dominated by single-case studies, mainly of Anglo-Saxon cases. Replicating large-N studies of American espionage, the study identifies transatlantic commonalities, including perpetrators being overwhelmingly male, middle-aged, and a mainly working outside of defence or intelligence agencies. But also differences, with Russia being by far the main instigator of espionage in Europe, a strong concentration of cases in Northern Europe, and a diversity of legislation coinciding with equally variable outcomes in court. Generally, the similarities speak to the nature of contemporary espionage, whereas the differences are chiefly attributable to geopolitical differences between the US and Europe.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/KR763YYB,2024-01-02,Michael Jonsson,Routledge,Intelligence and National Security,2023-09-28T21:22:48Z,['WHBCJ8GW'],10.1080/02684527.2023.2254020,,Unclassified,,WHBCJ8GW,01.8 Post-Cold War,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/WHBCJ8GW,https://openalex.org/W4386600737,5.0,True,https://openalex.org/works?filter=cites:W4386600737,2023.0,2026.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/02684527.2023.2254020?needAccess=true&role=button,0.0
5154,Intelligence for human security: measuring outcomes quantitatively,Journal article,https://doi.org/10.1080/02684527.2023.2250478,"This article examines whether increased intelligence capacity improves global security, a key assumption in intelligence theory. Using the partial least squares structural equation modelling method, the research statistically analyzes data from the U.S. International Intelligence Behaviour dataset and Global Terrorism Database. Grounded in intelligence studies and international relations theory, the study integrates a constructivist human security framework. Surprisingly, the results show a significant correlation between increased intelligence capacity and the degree of terrorism, suggesting intelligence may undermine rather than enhance human security. This finding challenges traditional assumptions, though it must be viewed cautiously due to potential endogeneity.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/3E8ZEF7H,2024-01-02,Steven Stottlemyre,Routledge,Intelligence and National Security,2023-09-24T08:20:11Z,['HCN8YFI8'],10.1080/02684527.2023.2250478,,Unclassified,,HCN8YFI8,02 Intelligence studies,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/HCN8YFI8,https://openalex.org/W4386884214,1.0,True,https://openalex.org/works?filter=cites:W4386884214,2024.0,2024.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/02684527.2023.2250478?needAccess=true,1.0
5155,Pinochet’s poisons: examining Chile’s historical interest in chemical and biological weapons,Journal article,https://doi.org/10.1080/02684527.2023.2258693,"Under military rule (1973–1990), Chile embarked upon several top-secret chemical and biological weapons (CBW) programmes. ‘Project ANDREA’ and the development of sarin is the best known, although other programmes have also been reported. However, these programmes remain poorly understood – particularly in English language sources. To resolve this, this paper draws upon local-language reporting, Cold War histories and other sources to provide insight into the histories, key personalities, and evolution of Chile’s historical CBW programmes. This paper contributes to wider literature on Chile’s dictatorship, but also literature on CBW-proliferation, which remains confined to a relatively small set of case studies.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/H8V2Y24X,2024-01-02,Karl Dewey,Routledge,Intelligence and National Security,2023-10-02T07:32:42Z,['CZT6L9T7'],10.1080/02684527.2023.2258693,,Unclassified,,CZT6L9T7,01.7 Cold War,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CZT6L9T7,https://openalex.org/W4387222314,0.0,True,,,,2023.0,https://doi.org/10.1080/02684527.2023.2258693,
5156,‘A cuckoo in the diplomatic service nest’: freedom of information and the ‘English Desk’ of the Information Research Department (IRD),Journal article,https://doi.org/10.1080/02684527.2023.2263947,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/QVW2GXFP,2024-01-02,"Rory Cormac, Dan Lomas",Routledge,Intelligence and National Security,2023-12-27T17:51:10Z,"['CK5MNYPQ', 'CZT6L9T7']",10.1080/02684527.2023.2263947,,Unclassified,,CK5MNYPQ,04 Intelligence organisations,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CK5MNYPQ,https://openalex.org/W4388414258,2.0,True,https://openalex.org/works?filter=cites:W4388414258,2025.0,2025.0,2023.0,https://doi.org/10.1080/02684527.2023.2263947,2.0
5157,‘A cuckoo in the diplomatic service nest’: freedom of information and the ‘English Desk’ of the Information Research Department (IRD),Journal article,https://doi.org/10.1080/02684527.2023.2263947,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/QVW2GXFP,2024-01-02,"Rory Cormac, Dan Lomas",Routledge,Intelligence and National Security,2023-12-27T17:51:10Z,"['CK5MNYPQ', 'CZT6L9T7']",10.1080/02684527.2023.2263947,,Unclassified,,CZT6L9T7,01.7 Cold War,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CZT6L9T7,https://openalex.org/W4388414258,2.0,True,https://openalex.org/works?filter=cites:W4388414258,2025.0,2025.0,2023.0,https://doi.org/10.1080/02684527.2023.2263947,2.0
5158,Towards intelligence accountability as a virtue,Journal article,https://doi.org/10.1080/02684527.2023.2255446,"This article investigates the conceptualisation of accountability in the Intelligence Studies literature, distinguishing between accountability as a mechanism and a virtue, and questions the predominant emphasis on the former. The mechanism approach encounters two significant challenges: the functionalist solutions to accountability issues and the overarching focus on oversight bodies. Consequently, the literature ignores its own realisations of the importance of beliefs and perceptions within the services. I propose a novel approach to studying intelligence accountability by integrating insights from the Institutional Logics literature and Bourdieu’s political sociology to address these issues.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/5PAVBNCZ,2024-01-02,Melanie Sofia Hartvigsen,Routledge,Intelligence and National Security,2024-02-05T08:57:40Z,['DVEM4H4W'],10.1080/02684527.2023.2255446,,Unclassified,,DVEM4H4W,"06 Accountability, oversight, and ethics",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DVEM4H4W,https://openalex.org/W4387025476,4.0,True,https://openalex.org/works?filter=cites:W4387025476,2025.0,2026.0,2023.0,https://findresearcher.sdu.dk/ws/files/240940920/Preprint_Towards_Intelligence_Accountability_as_a_Virtue.pdf,2.0
5159,CIA in the Spotlight: The Central Intelligence Agency and Public Accountability,Journal article,http://www.tandfonline.com/doi/abs/10.1080/16161262.2009.10555168,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/JI2UX6AE,2009,David Robarge,Taylor and Francis,Journal of Intelligence History,2020-07-12T12:36:38Z,"['2Y7S43YJ', 'CK5MNYPQ', 'DVEM4H4W']",10.1080/16161262.2009.10555168,,Unclassified,,2Y7S43YJ,02.5 Intelligence and media,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/2Y7S43YJ,https://openalex.org/W2468354935,9.0,False,https://openalex.org/works?filter=cites:W2468354935,2013.0,2023.0,2009.0,,4.0
5160,CIA in the Spotlight: The Central Intelligence Agency and Public Accountability,Journal article,http://www.tandfonline.com/doi/abs/10.1080/16161262.2009.10555168,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/JI2UX6AE,2009,David Robarge,Taylor and Francis,Journal of Intelligence History,2020-07-12T12:36:38Z,"['2Y7S43YJ', 'CK5MNYPQ', 'DVEM4H4W']",10.1080/16161262.2009.10555168,,Unclassified,,CK5MNYPQ,04 Intelligence organisations,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CK5MNYPQ,https://openalex.org/W2468354935,9.0,False,https://openalex.org/works?filter=cites:W2468354935,2013.0,2023.0,2009.0,,4.0
5161,CIA in the Spotlight: The Central Intelligence Agency and Public Accountability,Journal article,http://www.tandfonline.com/doi/abs/10.1080/16161262.2009.10555168,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/JI2UX6AE,2009,David Robarge,Taylor and Francis,Journal of Intelligence History,2020-07-12T12:36:38Z,"['2Y7S43YJ', 'CK5MNYPQ', 'DVEM4H4W']",10.1080/16161262.2009.10555168,,Unclassified,,DVEM4H4W,"06 Accountability, oversight, and ethics",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DVEM4H4W,https://openalex.org/W2468354935,9.0,False,https://openalex.org/works?filter=cites:W2468354935,2013.0,2023.0,2009.0,,4.0
